0|0.594723
1|0.554361
3|0.543827
5|0.500206
7|0.506093
9|0.557922
11|0.501
14|0.500034
15|0.500603
16|0.499999
19|0.511405
21|0.511554
22|0.499996
27|0.583272
29|0.571755
32|0.500401
33|0.996344
34|0.521479
38|0.500369
42|0.499999
44|0.500095
45|0.592224
46|0.541383
48|0.500516
50|0.50027
52|0.569971
55|0.501396
57|0.500336
58|0.5
63|0.501276
64|0.500533
66|0.500203
68|0.499553
70|0.501157
76|0.5
81|0.59082
83|0.58012
86|0.500446
87|0.998949
88|0.503446
92|0.503137
96|0.500319
98|0.51485
99|0.576122
100|0.552438
102|0.544286
104|0.678694
106|0.644723
110|0.566296
114|0.999245
116|0.987241
125|0.502389
126|0.567975
128|1
131|0.548525
132|1
133|0.559905
135|0.961943
136|0.510624
138|0.501471
140|0.50995
142|0.519702
144|0.507064
146|0.51485
149|0.495
150|0.50995
151|0.5
154|0.644723
156|0.678694
157|0.500393
163|0.500998
165|0.510659
166|0.500049
171|0.500919
172|0.500098
174|0.500666
176|0.500048
178|0.5
184|0.49995
189|0.562245
190|0.503109
192|0.537246
194|0.500009
196|0.547809
198|0.500212
200|0.500554
203|0.49005
204|0.500159
205|0.466223
208|0.574271
210|0.500814
211|0.495049
220|0.5
226|0.505
228|0.505
229|1
243|0.506795
245|0.500645
248|0.499998
249|0.500229
250|0.5
254|0.502871
258|0.500182
260|0.51485
261|0.536649
262|0.521364
264|0.499983
266|0.500005
268|0.502227
272|0.49886
276|0.491396
278|0.519702
287|0.50005
288|0.471322
290|0.552331
293|0.5
294|0.547809
295|0.512586
297|0.500188
298|0.5
300|0.499998
302|0.499904
304|0.5
306|0.500335
308|0.51485
311|0.495
312|0.50995
313|0.50005
316|0.501281
318|0.5
319|0.5
326|0.500266
330|0.502239
332|0.505
341|0.5
342|0.55895
344|0.706482
347|0.5001
348|0.706482
349|0.5001
359|1
371|1
375|1
378|0.501429
380|0.50012
383|0.495049
384|0.500255
385|0.5
389|0.49005
393|0.5
395|0.5
396|0.543833
397|0.5425
399|0.500804
401|0.50995
403|0.752581
405|0.50795
406|0.502885
408|0.499996
410|0.5
412|0.5
414|0.508434
416|0.556808
419|0.495
420|0.578528
421|0.495
424|0.523877
426|0.499969
427|0.311167
432|0.144208
434|0.490382
437|0.461659
438|0.475065
439|0.444184
443|0.466079
447|0.438761
449|0.5
450|0.438412
451|0.271966
453|0.390953
455|0.499319
457|0.556808
460|0.5
462|0.500001
463|0.5
468|0.565627
469|0.5
471|0.5001
473|0.505
475|0.5
481|0.5
487|0.538059
489|0.507566
490|0.500147
495|0.50284
496|0.5
498|0.500217
500|0.500039
502|0.5
508|0.499853
513|0.571897
514|0.508105
516|0.535696
518|0.500101
520|0.565627
522|0.509174
524|0.515721
527|0.5
528|0.500112
529|0.5
532|0.578528
534|0.49995
535|0.495
544|0.5
550|0.51485
552|0.505
553|1
567|0.890297
568|0.902078
570|0.516937
572|0.547809
574|0.867317
576|0.513352
578|0.552331
581|0.500392
582|0.547809
583|0.500247
586|0.900863
588|0.703517
589|0.47074
594|0.562744
596|0.537907
599|0.507747
600|0.99986
601|0.999921
605|0.503047
609|0.50302
611|0.533967
612|0.548988
613|0.0437585
615|0.0769607
617|0.799658
619|0.999714
622|0.876331
624|0.561239
625|0.5001
630|0.543241
631|0.50068
633|0.5
635|0.505
637|0.519702
643|0.50995
652|0.5
658|0.505
660|0.50995
661|1
676|0.52926
678|0.500415
679|0.50005
684|0.501129
685|0.5
687|0.501447
689|0.5
691|0.505
697|0.505
729|0.539956
731|0.502466
734|0.5
735|0.50266
736|0.500197
740|0.499999
744|0.500097
746|0.5
747|0.504234
748|0.50005
750|0.499999
752|0.5
754|0.505
758|0.513603
762|0.504663
764|0.488833
773|0.47109
774|0.510652
776|0.500113
779|0.500517
780|0.50995
781|1
783|0.500678
784|0.499997
786|0.5
788|0.500001
790|0.5
792|0.500119
794|0.505
797|0.497422
798|0.5
799|0.500043
802|0.5
804|0.500001
805|0.5
812|0.505574
816|0.51278
818|0.52926
827|1
828|0.530033
830|0.531825
833|0.537801
834|0.544003
835|0.597795
845|0.461372
857|0.204861
861|0.248024
863|0
864|0.505481
866|0.52926
869|0.5
870|0.533967
871|0.5
875|1
879|1
882|0.513599
883|0.5001
885|0.501753
887|0.715199
889|0.681907
891|0.538765
892|0.500155
894|0.499977
896|0.500048
898|0.505
900|0.500001
902|0.499901
905|0.475495
906|0.499951
907|0.49005
910|0.50995
912|0.500003
913|0.499999
918|0.537159
920|0.514682
923|0.230858
924|0.720867
925|1
929|0.257216
933|0.475495
935|0.413995
936|0.755055
937|1
939|0.501529
941|0.501109
946|0.499898
948|0.49995
949|0.4951
954|0.500038
955|0.471029
957|0.495
959|0.483217
961|0.499656
967|0.49995
974|0.5
978|0.5
980|0.5
989|0.5
990|0.49998
992|0.499927
995|0.500011
996|0.5
997|0.5
1007|0.461372
1019|0.47074
1023|0.495
1025|0
1026|0.5
1028|0.500005
1031|0.499999
1032|0.5
1033|0.5
1037|0.5
1041|0.5
1043|0.5
1044|0.500001
1045|0.500004
1047|0.5
1049|0.5
1051|0.50001
1061|0.5
1073|0.311054
1077|0.466033
1079|0
1109|0.500804
1113|0.500987
1115|0.52926
1124|1
1125|0.50001
1127|0.500142
1130|0.501255
1131|0.500066
1132|0.500357
1134|0.500003
1136|0.5
1139|0.495051
1140|0.5
1141|0.5
1145|0.495
1149|0.490149
1151|0.5
1152|0.50064
1153|0.530085
1155|0.500011
1157|0.500157
1159|0.697497
1163|0.196582
1167|0.434373
1169|0.499851
1178|0.314912
1179|0.394406
1181|0.308508
1184|0.213703
1185|0.533967
1186|1
1188|0.500001
1189|0.500021
1191|0.5
1193|0.49996
1195|0.5
1197|0.500401
1199|0.505
1202|0.422106
1203|0.50995
1204|0.49005
1207|0.513047
1209|0.500001
1210|0.5
1215|0.523
1216|0.5
1218|0.499997
1220|0.5
1222|0.505
1224|0.5
1226|0.5
1229|0.499989
1230|0.505
1231|0.5
1234|0.505
1236|0.499904
1237|0.495
1242|0.54099
1244|0.519882
1247|0.500088
1248|0.67217
1249|1
1253|0.519388
1257|0.50005
1259|0.694441
1260|0.67217
1261|1
1263|0.49005
1265|0.502036
1270|0.5
1272|0.500001
1273|0.5
1278|0.505
1279|0.5
1281|0.5
1283|0.50995
1285|0.5
1291|0.5
1296|0.566697
1298|0.595136
1301|0.500149
1302|0.591047
1303|0.5001
1307|1
1311|1
1314|0.613176
1315|0.447853
1317|0.462064
1319|0.703517
1321|0.668859
1325|0.405911
1329|0.610763
1331|0.718047
1340|1
1341|0.0723392
1343|0.239052
1346|0.12551
1347|0.854756
1348|1
1350|0.591047
1351|0.500149
1353|0.500198
1355|0.50995
1357|0.505
1359|1
1364|1
1366|1
1369|0.50995
1371|0.505
1372|0.5
1378|0.505
1380|0.5
1381|0.5
1386|0.500009
1387|0.5
1389|0.5
1391|0.496789
1393|0.5
1399|0.5
1404|0.815135
1405|1
1407|0.499999
1409|0.499952
1413|0.500804
1415|0.511501
1418|0.29556
1419|0.505
1420|1
