0|0.555071
1|0.537603
3|0.554862
5|0.500096
7|0.494839
9|0.528362
11|0.499956
14|0.500039
15|0.499613
16|0.500001
19|0.501127
21|0.499985
22|0.500004
27|0.572604
29|0.522627
32|0.500289
33|0.103178
34|0.481568
38|0.500234
42|0.500614
44|0.499973
45|0.557741
46|0.463055
48|0.50177
50|0.499778
52|0.430029
55|0.499876
57|0.499956
58|0.5
63|0.499925
64|0.499754
66|0.500045
68|0.500714
70|0.498965
76|0.5
81|0.555479
83|0.524354
86|0.499973
87|0.116018
88|0.499469
92|0.500269
96|0.499924
98|0.48515
99|0.556585
100|0.514859
102|0.500096
104|0.323618
106|0.356383
110|0.526469
114|0.0807548
116|0.0558606
125|0.497659
126|0.574921
128|0.0435023
131|0.455045
132|0.0468367
133|0.444174
135|0.123065
136|0.499132
138|0.499913
140|0.49005
142|0.480298
144|0.499439
146|0.485248
149|0.505
150|0.49005
151|0.5
154|0.356085
156|0.322994
157|0.499559
163|0.5101
165|0.513892
166|0.499951
171|0.500985
172|0.499951
174|0.499999
176|0.50043
178|0.5
184|0.50005
189|0.533738
190|0.52805
192|0.544437
194|0.500002
196|0.452744
198|0.502104
200|0.500125
203|0.50995
204|0.50262
205|0.533967
208|0.42642
210|0.503535
211|0.505
220|0.5
226|0.495
228|0.495
229|0
243|0.512422
245|0.499512
248|0.500001
249|0.500083
250|0.5
254|0.497662
258|0.499853
260|0.48515
261|0.501283
262|0.515309
264|0.500706
266|0.499997
268|0.497862
272|0.503129
276|0.511675
278|0.480445
287|0.49995
288|0.537064
290|0.44361
293|0.5
294|0.452282
295|0.487938
297|0.499992
298|0.5
300|0.500002
302|0.500097
304|0.5
306|0.499923
308|0.48515
311|0.505
312|0.49005
313|0.49995
316|0.499973
318|0.5
319|0.5
326|0.500288
330|0.499969
332|0.495
341|0.5
342|0.500152
344|0.293784
347|0.499901
348|0.29137
349|0.499901
359|0
371|0
375|0
378|0.500717
380|0.501864
383|0.505
384|0.500003
385|0.5
389|0.50995
393|0.5
395|0.5
396|0.500211
397|0.5
399|0.5
401|0.49005
403|0.246428
405|0.511886
406|0.50229
408|0.500346
410|0.5
412|0.5
414|0.511439
416|0.443192
419|0.505
420|0.418433
421|0.505
424|0.519396
426|0.505762
427|0.694441
432|0.910815
434|0.511907
437|0.538628
438|0.528844
439|0.556808
443|0.533967
447|0.561239
449|0.5
450|0.568791
451|0.726422
453|0.611089
455|0.500296
457|0.443608
460|0.5
462|0.499999
463|0.5
468|0.434506
469|0.5
471|0.499901
473|0.495
475|0.5
481|0.500049
487|0.465917
489|0.503704
490|0.499952
495|0.50197
496|0.5
498|0.49993
500|0.499979
502|0.5
508|0.500147
513|0.571974
514|0.501026
516|0.516812
518|0.5
520|0.434689
522|0.505569
524|0.509358
527|0.5
528|0.499996
529|0.5
532|0.421472
534|0.50005
535|0.505
544|0.5
550|0.485248
552|0.495
553|0
567|0.181632
568|0.14922
570|0.515014
572|0.452376
574|0.137074
576|0.509767
578|0.447669
581|0.499559
582|0.452191
583|0.499655
586|0.135697
588|0.296364
589|0.524505
594|0.574793
596|0.527571
599|0.5
600|0.0746955
601|0.0489405
605|0.49998
609|0.499956
611|0.461372
612|0.568094
613|1
615|1
617|0.203864
619|0.0267307
622|0.136317
624|0.438985
625|0.5
630|0.452569
631|0.499128
633|0.5
635|0.49005
637|0.480298
643|0.48515
652|0.495
658|0.495
660|0.49005
661|0
676|0.470836
678|0.500029
679|0.5
684|0.500017
685|0.5
687|0.49995
689|0.5
691|0.495
697|0.495
729|0.53583
731|0.50232
734|0.500003
735|0.499439
736|0.499851
740|0.500001
744|0.499909
746|0.5
747|0.503542
748|0.499958
750|0.5
752|0.5
754|0.495
758|0.512191
762|0.504393
764|0.513514
773|0.53271
774|0.503833
776|0.50733
779|0.5119
780|0.49005
781|0
783|0.49983
784|0.50001
786|0.5
788|0.499999
790|0.5
792|0.500014
794|0.495
797|0.50313
798|0.5
799|0.499956
802|0.5
804|0.499999
805|0.5
812|0.50336
816|0.492769
818|0.47074
827|0
828|0.517987
830|0.515588
833|0.5
834|0.470925
835|0.409966
845|0.538628
857|0.837777
861|0.755055
863|1
864|0.497931
866|0.47074
869|0.5
870|0.466033
871|0.5
875|0
879|0
882|0.487536
883|0.499901
885|0.499901
887|0.283563
889|0.319295
891|0.534918
892|0.500359
894|0.50012
896|0.500514
898|0.495
900|0.500317
902|0.5001
905|0.524505
906|0.50044
907|0.50995
910|0.49005
912|0.500001
913|0.5
918|0.539183
920|0.542081
923|0.776238
924|0.277565
925|0
929|0.73983
933|0.524505
935|0.58537
936|0.251317
937|0
939|0.501288
941|0.503557
946|0.501165
948|0.50005
949|0.505
954|0.501066
955|0.52926
957|0.505
959|0.518891
961|0.500295
967|0.50005
974|0.5
978|0.5
980|0.5
989|0.5
990|0.500028
992|0.50013
995|0.500561
996|0.5
997|0.5
1007|0.533967
1019|0.524505
1023|0.505
1025|1
1026|0.5
1028|0.5
1031|0.500004
1032|0.5
1033|0.5
1037|0.5
1041|0.5
1043|0.5
1044|0.499999
1045|0.5
1047|0.5
1049|0.5
1051|0.5
1061|0.5
1073|0.691355
1077|0.533967
1079|1
1109|0.500279
1113|0.500096
1115|0.47074
1124|0
1125|0.50043
1127|0.502917
1130|0.5
1131|0.500621
1132|0.5
1134|0.500253
1136|0.5
1139|0.505
1140|0.5
1141|0.5
1145|0.505
1149|0.50995
1151|0.5
1152|0.499999
1153|0.499999
1155|0.500796
1157|0.50648
1159|0.298718
1163|0.805608
1167|0.561239
1169|0.5001
1178|0.665514
1179|0.603636
